NPI,PharmAffil_id,PharmaName,Address1,City,State,PostalCode,Lat,lng,PSAOName,PharmacyChain,MegaChainName
1790790814,9000037,Walgreens,2913 MAHAN DR,TALLAHASSEE,FL,32308-5417,30.4588,-84.2285,MEGA CHAIN,WALGREENS,WALGREENS
1730194945,9000037,Walgreens,11200 W LARAWAY RD,FRANKFORT,IL,60423-8705,41.4839,-87.8882,MEGA CHAIN,WALGREENS,WALGREENS
1871872630,9000037,Walgreens,5271 OVERSEAS HWY,MARATHON,FL,33050-2603,24.7153,-81.0771,MEGA CHAIN,WALGREENS,WALGREENS
1699024893,9000057,WALMART PHARMACY,11800 HIALEAH GARDENS BLVD,HIALEAH GARDENS,FL,33018-4235,25.8773,-80.3504,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1891909396,9000037,Walgreens,1504 S MAIN ST,ATMORE,AL,36502-3508,31.0046,-87.4942,MEGA CHAIN,WALGREENS,WALGREENS
1356356505,9000037,Walgreens,12784 TAMIAMI TRL E,NAPLES,FL,34113-0000,26.0634,-81.6997,MEGA CHAIN,WALGREENS,WALGREENS
1720296213,9000037,Walgreens,1808 MEYER ST,SEALY,TX,77474-3930,29.7657,-96.1528,MEGA CHAIN,WALGREENS,WALGREENS
1437467651,9000037,Walgreens,1200 GREENBRIER PKWY,CHESAPEAKE,VA,23320-2899,36.7696,-76.2284,MEGA CHAIN,WALGREENS,WALGREENS
1730196619,9000037,Walgreens,2601 S GEORGIA ST,AMARILLO,TX,79109-1904,35.1850,-101.8657,MEGA CHAIN,WALGREENS,WALGREENS
1669601068,9000037,Walgreens,110 GROVE ST,FAYETTEVILLE,NC,28301-4944,35.0564,-78.8761,MEGA CHAIN,WALGREENS,WALGREENS
1801801980,9000037,Walgreens,922 E KING AVE,KINGSVILLE,TX,78363-5867,27.5159,-97.8566,MEGA CHAIN,WALGREENS,WALGREENS
1114440708,9000037,WALGREENS,1655 ZEBULON ROAD,GRIFFIN,GA,30223-0000,33.1978,-84.2830,MEGA CHAIN,WALGREENS,WALGREENS
1366691974,9000037,Walgreens,10700 PAGE AVE,SAINT LOUIS,MO,63132-1016,38.6915,-90.3967,MEGA CHAIN,WALGREENS,WALGREENS
1639324544,9000037,Walgreens,15705 SW 72ND ST,MIAMI,FL,33193-0000,25.6991,-80.4471,MEGA CHAIN,WALGREENS,WALGREENS
1497762579,9000037,Walgreens,3077 54TH AVE S,ST PETERSBURG,FL,33712-4613,27.7195,-82.6748,MEGA CHAIN,WALGREENS,WALGREENS
1255346383,9000037,Walgreens,15 S OCEAN BLVD,POMPANO BEACH,FL,33062-5606,26.2313,-80.0916,MEGA CHAIN,WALGREENS,WALGREENS
1922029222,9000044,WINN DIXIE,4751 BAYOU BLVD,PENSACOLA,FL,32503-2607,30.4697,-87.2096,REG CHAIN,WINN DIXIE PHARMACY,REG CHAIN
1548281850,9000044,WINN DIXIE,2057 S BYRON BUTLER PKWY,PERRY,FL,32348-5599,30.0980,-83.5856,REG CHAIN,WINN DIXIE PHARMACY,REG CHAIN
1336155829,9000037,Walgreens,414 S MAGNOLIA DR,TALLAHASSEE,FL,32301-2944,30.4378,-84.2624,MEGA CHAIN,WALGREENS,WALGREENS
1790791275,9000037,Walgreens,6200 NW 7TH AVE,MIAMI,FL,33150-4320,25.8327,-80.2092,MEGA CHAIN,WALGREENS,WALGREENS
1508871724,9000037,Walgreens,710 N WEST ST,WICHITA,KS,67203-1213,37.6955,-97.3890,MEGA CHAIN,WALGREENS,WALGREENS
1447265707,9000037,Walgreens,2490 SCHILLINGER RD S,MOBILE,AL,36695-4179,30.6406,-88.2255,MEGA CHAIN,WALGREENS,WALGREENS
1851308837,9000037,Walgreens,4340 S FLORIDA AVE,LAKELAND,FL,33813-1631,27.9862,-81.9561,MEGA CHAIN,WALGREENS,WALGREENS
1700027323,9000037,Walgreens,315 W CHICAGO AVE,CHICAGO,IL,60654-5105,41.8963,-87.6364,MEGA CHAIN,WALGREENS,WALGREENS
1689610560,9000037,Walgreens,850 43RD AVE SW,VERO BEACH,FL,32968-4068,27.5880,-80.4300,MEGA CHAIN,WALGREENS,WALGREENS
1003821059,9000037,Walgreens,4049 BRAMBLETON AVE,ROANOKE,VA,24018-3426,37.2318,-80.0083,MEGA CHAIN,WALGREENS,WALGREENS
1720093610,9000037,Walgreens,8 HADDON AVE,HADDON TOWNSHIP,NJ,08108-2706,39.9125,-75.0564,MEGA CHAIN,WALGREENS,WALGREENS
1811142722,9000037,Walgreens,2300 COLLINS AVE,MIAMI BEACH,FL,33139-1604,25.7987,-80.1281,MEGA CHAIN,WALGREENS,WALGREENS
1003821018,9000037,Walgreens,3700 HIGHWAY 365,PORT ARTHUR,TX,77642-7709,29.9545,-93.9853,MEGA CHAIN,WALGREENS,WALGREENS
1346255320,9000037,Walgreens,129 SOMERSET ST,SOMERVILLE,NJ,08876-2814,40.5691,-74.6250,MEGA CHAIN,WALGREENS,WALGREENS
1467975474,9000037,WALGREENS,1320 CUMBERLAND FALLS HWY,CORBIN,KY,40701-2719,36.9276,-84.1103,MEGA CHAIN,WALGREENS,WALGREENS
1902811128,9000037,Walgreens,18300 NW 37TH AVE,MIAMI GARDENS,FL,33056-5101,25.9409,-80.2620,MEGA CHAIN,WALGREENS,WALGREENS
1851306021,9000037,Walgreens,2050 FLORIDA ST,MANDEVILLE,LA,70448-5234,30.3636,-90.0630,MEGA CHAIN,WALGREENS,WALGREENS
1033632153,9000037,Walgreens,12290 HWY 231 431 N,MERIDIANVILLE,AL,35759-1206,34.8703,-86.5693,MEGA CHAIN,WALGREENS,WALGREENS
1689689812,9000037,Walgreens,4025 TAYLORSVILLE RD,LOUISVILLE,KY,40220-1538,38.2203,-85.6242,MEGA CHAIN,WALGREENS,WALGREENS
1306851688,9000037,Walgreens,6144 DEWEY DR,CITRUS HEIGHTS,CA,95621-6212,38.6777,-121.3099,MEGA CHAIN,WALGREENS,WALGREENS
1245247220,9000037,Walgreens,6985 S FLORIDA AVE,LAKELAND,FL,33813-3318,27.9391,-81.9749,MEGA CHAIN,WALGREENS,WALGREENS
1174541593,9000057,WALMART PHARMACY,24833 JOHNT REID PKWY,SCOTTSBORO,AL,35768-0000,34.6684,-86.0058,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1225552995,9000037,Walgreens,201 E MAIN ST,WILLIAMSTON,SC,29697-1910,34.6204,-82.4737,MEGA CHAIN,WALGREENS,WALGREENS
1891935995,9000037,Walgreens,189 W NORTHWEST HWY,BARRINGTON,IL,60010-3107,42.1612,-88.1378,MEGA CHAIN,WALGREENS,WALGREENS
1164437398,9000037,Walgreens,283 W IL ROUTE 173,ANTIOCH,IL,60002-1833,42.4710,-88.0933,MEGA CHAIN,WALGREENS,WALGREENS
1013922319,9000037,Walgreens,1180 S ROSELLE RD,SCHAUMBURG,IL,60193-4072,42.0057,-88.0806,MEGA CHAIN,WALGREENS,WALGREENS
1518972413,9000037,Walgreens,2350 E MARKET ST,YORK,PA,17402-2859,39.9739,-76.6811,MEGA CHAIN,WALGREENS,WALGREENS
1952316960,9000037,Walgreens,1925 W MARKET ST,AKRON,OH,44313-6911,41.1131,-81.5769,MEGA CHAIN,WALGREENS,WALGREENS
1902182769,9000037,Walgreens,7501 RIVERS AVE,NORTH CHARLESTON,SC,29406-4662,32.9380,-80.0410,MEGA CHAIN,WALGREENS,WALGREENS
1477568400,9000037,Walgreens,7655 TEZEL RD,SAN ANTONIO,TX,78250-3574,29.5113,-98.6629,MEGA CHAIN,WALGREENS,WALGREENS
1043231335,9000044,WINN DIXIE,625 N COLLIER BLVD,MARCO ISLAND,FL,34145-1916,25.9516,-81.7283,REG CHAIN,WINN DIXIE PHARMACY,REG CHAIN
1447764576,9000037,Walgreens,565 PEACHTREE ST NE STE B,ATLANTA,GA,30308-2230,33.7700,-84.3874,MEGA CHAIN,WALGREENS,WALGREENS
1972051027,9000037,Walgreens,81 RTE 303,TAPPAN,NJ,10983-2807,41.0182,-73.9425,MEGA CHAIN,WALGREENS,WALGREENS
1811926884,9000950,SAFEWAY,1044 WILLOW CREEK RD,PRESCOTT,AZ,86301-1642,34.5614,-112.4845,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1679502694,9000950,SAFEWAY,1624 72ND ST E,TACOMA,WA,98404-5401,47.1915,-122.4073,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1194835850,9000837,"NOB HILL ",270 REDWOOD SHORES PKWY,REDWOOD CITY,CA,94065-1173,37.5232,-122.2520,REG CHAIN,BEL-AIR MARKETS,REG CHAIN
1255360293,9000950,SAFEWAY,2227 S SHORE CTR,ALAMEDA,CA,94501-8029,37.7570,-122.2498,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1861438459,9000950,SAFEWAY,4309 CLAYTON RD,CONCORD,CA,94521-2842,37.9664,-121.9910,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1902835911,9000950,SAFEWAY,933 E MISSION AVE,SPOKANE,WA,99202-1923,47.6723,-117.3950,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1043231020,9000950,SAFEWAY,4320 SE KING RD,MILWAUKIE,OR,97222-5281,45.4479,-122.6184,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1588600357,9000950,SAFEWAY PHARMACY,1235 STRATFORD AVE,DIXON,CA,95620-2024,38.4571,-121.8388,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1972532943,9000950,TOM THUMB,5809 E LOVERS LN,DALLAS,TX,75206-4324,32.8520,-96.7669,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1194761957,9000950,VONS PHARMACY,2511 ANTHEM VILLAGE DR,HENDERSON,NV,89052-5504,35.9786,-115.1000,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1992734933,9000950,SAFEWAY,554 N 3RD ST,LARAMIE,WY,82072-3012,41.3170,-105.5945,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1700822301,9000950,SAFEWAY,14826 HIGHWAY 99,LYNNWOOD,WA,98087-2322,47.8636,-122.2838,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1356366983,9000085,SMITHS PHARMACY,2B STATE ROAD 344,EDGEWOOD,NM,87015-6951,35.0616,-106.1912,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1184653123,9000950,SAFEWAY,900 W DEUCE OF CLUBS,SHOW LOW,AZ,85901-6214,34.2468,-110.0520,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1376572339,9000950,SAFEWAY,1121 N CIRCLE DR,COLORADO SPRINGS,CO,80909-3134,38.8482,-104.7726,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1861762080,9000950,SAFEWAY PHARMACY,980 US HIGHWAY 491,GALLUP,NM,87301-5339,35.5355,-108.7565,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1043249063,9000950,SAFEWAY,2509 E 29TH AVE,SPOKANE,WA,99223-4803,47.6293,-117.3745,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1699790212,9000085,SMITHS PHARMACY,937 E MAIN ST,BURLEY,ID,83318-2035,42.5369,-113.7822,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1326084922,9000950,VONS PHARMACY,32401 CAMINO CAPISTRANO,SAN JUAN CAPISTRANO,CA,92675-4517,33.4928,-117.6635,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1609807411,9000950,SAFEWAY PHARMACY,3169 CRATER LAKE HWY,MEDFORD,OR,97504-9179,42.3624,-122.8585,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1992734966,9000950,SAFEWAY,260 W CONTINENTAL RD,GREEN VALLEY,AZ,85622-3555,31.8530,-110.9953,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1073542007,9000950,SAFEWAY,2858 VISTA BLVD,SPARKS,NV,89434-8042,39.5556,-119.7037,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1235175837,9000950,SAFEWAY,1212 FOREST AVE,PACIFIC GROVE,CA,93950-5123,36.6048,-121.9211,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1447275078,9000085,SMITHS PHARMACY,2308 CERRILLOS RD,SANTA FE,NM,87505-3264,35.6597,-105.9801,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1861421893,9000950,SAFEWAY PHARMACY,5702 SUMMITVIEW AVE,YAKIMA,WA,98908-3040,46.5991,-120.5849,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1265478887,9000950,RANDALLS,10228 BROADWAY ST,PEARLAND,TX,77584-8087,29.5554,-95.3821,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1790714731,9000950,VONS PHARMACY,3900 BROAD ST,SAN LUIS OBISPO,CA,93401-7015,35.2504,-120.6421,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1497784433,9000950,SAFEWAY,6901 NE SANDY BLVD,PORTLAND,OR,97213-5255,45.5477,-122.5924,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1427087444,9000950,SAFEWAY,3919 N MARKET ST,SPOKANE,WA,99207-5813,47.6941,-117.3670,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1487690095,9000950,SAFEWAY,315 E COLLEGE WAY,MOUNT VERNON,WA,98273-5431,48.4362,-122.3374,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1063441087,9000950,SAFEWAY,106 W MANSON HWY,CHELAN,WA,98816-8651,47.8419,-120.0197,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1598701187,9000950,SAFEWAY,1129 HARRISON AVE,CENTRALIA,WA,98531-1852,46.7277,-122.9807,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1992734925,9000950,SAFEWAY,1003 MEDFORD SHOPPING CTR,MEDFORD,OR,97504-0000,42.3334,-122.8638,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1881625689,9000950,SAFEWAY,2930 OCEAN BEACH HWY,LONGVIEW,WA,98632-3514,46.1488,-122.9608,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1588689111,9000085,SMITHS PHARMACY,20 N BLUFF ST,ST GEORGE,UT,84770-3334,37.1085,-113.5931,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1457668402,9000950,SAFEWAY PHARMACY,9890 S ESTRELLA PKWY,GOODYEAR,AZ,85338-7141,33.3576,-112.4284,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1023047065,9000950,SAFEWAY,1990 14TH AVE SE,ALBANY,OR,97322-8504,44.6274,-123.0799,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1417974031,9000085,SMITHS PHARMACY,3701 CONSTITUTION AVE NE,ALBUQUERQUE,NM,87110-5623,35.0956,-106.6032,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1881630481,9000950,SAFEWAY,442 W SIMS WAY,PORT TOWNSEND,WA,98368-1811,48.1081,-122.7824,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1205121035,9000950,SAFEWAY PHARMACY,7340 35TH AVE NE,SEATTLE,WA,98115-5919,47.6827,-122.2897,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
1285886242,9000074,PUBLIX PHARMACY,870 VILLAGE OAK LN,LAKE MARY,FL,32746-4766,28.7873,-81.3571,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1508015710,9000074,PUBLIX PHARMACY,4950 BELLE TERRE PKWY,PALM COAST,FL,32137-8692,29.5517,-81.2359,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1669137360,NULL,PUBLIX PHARMACY,10065 CLEARY BLVD,PLANTATION,FL,33324-1063,26.1348,-80.2838,NULL,NULL,NULL
1790726297,9000074,PUBLIX PHARMACY,8780 SE 165TH MULBERRY LN,THE VILLAGES,FL,32162-5861,28.9803,-82.0076,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1215560107,NULL,PUBLIX,"501 N Beneva Rd ste 161, Sarasota, FL 34237",SARASOTA,FL,34237,27.3405,-82.4993,NULL,NULL,NULL
1689020406,9000074,PUBLIX PHARMACY,374 NORTHLAKE BLVD,NORTH PALM BEACH,FL,33408-5421,26.8045,-80.0585,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1306202890,9000428,KROGER PHARMACY,461 S COLUMBIA AVE,RINCON,GA,31326-9080,32.2737,-81.2281,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1043713746,9000074,PUBLIX PHARMACY,5550 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,30338-4111,33.9507,-84.3383,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1245808583,NULL,PUBLIX PHARMACY,1089 N COLLIER BLVD STE 401,MARCO ISLAND,FL,34145,25.9541,-81.7222,NULL,NULL,NULL
1568072536,NULL,PUBLIX,4315 W Gandy Blvd,TAMPA,FL,33611,27.8951,-82.5165,NULL,NULL,NULL
1427099928,9000074,PUBLIX PHARMACY,421 MARY ESTHER CUT OFF NW,FORT WALTON BEACH,FL,32548-4084,30.4266,-86.6445,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1700826146,9000074,PUBLIX PHARMACY,1090 SPIRIT LAKE RD,WINTER HAVEN,FL,33880-1226,28.0057,-81.7770,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1235802406,NULL,PUBLIX PHARMACY,9040 Memorial Pkwy SW,HUNTSVILLE,AL,35802,34.6491,-86.5682,NULL,NULL,NULL
1609327451,9000074,PUBLIX PHARMACY,5052 N US HWY 41,APOLLO BEACH,FL,33572-3504,27.7373,-82.4300,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1447447453,9000074,PUBLIX PHARMACY,12290 HWY 231,MERIDIANVILLE,AL,35759-0000,34.8706,-86.5710,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1700810546,9000428,KROGER PHARMACY,1700 DECLARATION DR,INDEPENDENCE,KY,41051-8441,38.9286,-84.5486,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1013214402,9000074,PUBLIX PHARMACY,3275 GARDEN ST,TITUSVILLE,FL,32796-3004,28.6176,-80.8425,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1912070533,9000428,KROGER PHARMACY,1804 N VELASCO ST,ANGLETON,TX,77515-3015,29.1844,-95.4338,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1295775633,9000074,PUBLIX PHARMACY,7640 W SAND LAKE RD,ORLANDO,FL,32819-5112,28.4490,-81.4867,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1043582174,9000074,PUBLIX PHARMACY #,2900 E UNIVERSITY DR,AUBURN,AL,36830-7728,32.6368,-85.4805,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1104866961,9000074,PUBLIX PHARMACY,1258 OCEAN SHORE BLVD,ORMOND BEACH,FL,32176-3620,29.3239,-81.0571,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1780134403,9000428,KROGER PHARMACY,2452 MOROSGO WAY NE,ATLANTA,GA,30324-3470,33.8229,-84.3659,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1285668095,9000428,KROGER PHARMACY,3162 JOHNSON FERRY RD,MARIETTA,GA,30062-7604,34.0265,-84.4224,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1437100401,9000074,PUBLIX PHARMACY,5810 N MONROE ST STE 200,TALLAHASSEE,FL,32303-7954,30.5330,-84.3628,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1134398621,9000428,KROGER PHARMACY,53 EXCHANGE ST,RICHMOND HILL,GA,31324-7600,31.9573,-81.3199,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1265466072,9000428,KROGER PHARMACY,7 DIAMOND CSWY,SAVANNAH,GA,31406-7416,31.9553,-81.0936,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1326072133,9000428,KROGER PHARMACY,1227 ROCKBRIDGE RD,STONE MOUNTAIN,GA,30087-3064,33.8417,-84.1323,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1164456976,9000428,KROGER PHARMACY,4715 ATLANTA ROAD SE,SMYRNA,GA,30080-0000,33.8802,-84.5015,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1487695979,9000074,PUBLIX PHARMACY,4250 ALAFAYA TRL,OVIEDO,FL,32765-9412,28.6132,-81.2061,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1508890328,9000428,KROGER PHARMACY,2090 DUNWOODY CLUB DR,ATLANTA,GA,30350-5434,33.9604,-84.3010,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1841249182,9001863,"CORAM SPECIALTY INFUSION SERVICES, AN APRIA HEALTHCARE COMPA",400 RIVERHILLS BUSINESS PARK,BIRMINGHAM,AL,35242-5179,33.4270,-86.7020,REG CHAIN,CORAM LLC,REG CHAIN
1891358750,NULL,Food City,311 N Main St,Lafayette,GA,30728,34.7099,-85.2828,NULL,NULL,NULL
1043259914,9000074,PUBLIX PHARMACY,1920 WEST AVE,MIAMI BEACH,FL,33139-1434,25.7951,-80.1432,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1518344027,NULL,ONE STOP PHARMACY,1130 6TH ST NW,WINTER HAVEN,FL,33881,28.0326,-81.7328,NULL,NULL,NULL
1447413364,9000074,PUBLIX PHARMACY,5850 HIGHWAY 53,HARVEST,AL,35749-4301,34.8480,-86.7078,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1891735361,9000074,PUBLIX PHARMACY,2750 BUFORD HWY,DULUTH,GA,30096-2867,34.0073,-84.1304,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1730723305,NULL,PUBLIX PHARMACY,675 LONGWOOD HILLS RD UNIT 1001,LONGWOOD,FL,32750,28.7138,-81.3574,NULL,NULL,NULL
1255853784,NULL,ANCHOR PHARMACY,2139 Lawrenceville Hwy,DECATUR,GA,30033,33.8093,-84.2729,NULL,NULL,NULL
1508805565,9000074,PUBLIX PHARMACY,9200 HIGHWAY 119,ALABASTER,AL,35007-5337,33.2133,-86.8275,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1487109286,9000074,PUBLIX PHARMACY,15750 SW 72ND ST,MIAMI,FL,33193-5060,25.6981,-80.4481,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1922367291,9000074,PUBLIX PHARMACY,2338 E IRLO BRONSON MEMORIAL HWY,KISSIMMEE,FL,34744-5401,28.2796,-81.3478,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1710255658,9000074,PUBLIX PHARMACY,7880 WINTER GARDEN VINELAND RD,WINDERMERE,FL,34786-5689,28.4468,-81.5597,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1649219510,9000074,PUBLIX PHARMACY,1313 S DALE MABRY HWY,TAMPA,FL,33629-5010,27.9311,-82.5068,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1255365060,9000428,KROGER PHARMACY,4400 BROWNSVILLE RD,POWDER SPRINGS,GA,30127-3199,33.8466,-84.6991,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1790448298,NULL,WALGREENS,2091 NE 3RD ST,PRINEVILLE,OR,97754-8130,44.3039,-120.8221,NULL,NULL,NULL
1437469525,9009783,"FLORIDA HOSPITAL RXPRESS PHARMACY ",7975 LAKE UNDERHILL RD STE 125,ORLANDO,FL,32822-8212,28.5393,-81.2774,UNITED DRUGS,UNITED DRUGS,PSAO
1538104104,9001945,GENOA HEALTHCARE,200 PARK PLACE BLVD STE 100,KISSIMMEE,FL,34741-2344,28.3131,-81.4061,REG CHAIN,QOL MEDS,REG CHAIN
1841366481,9009783,MOUNT VERNON PHARMACY,19390 HWY 43 AND MILDRED STREET,MOUNT VERNON,AL,36560-0000,31.0956,-88.0132,UNITED DRUGS,UNITED DRUGS,PSAO
1285667527,9000664,GIANT PHARMACY,5740 UNION MILL RD,CLIFTON,VA,20124-1088,38.8350,-77.4121,REG CHAIN,STOP AND SHOP PHARMACY,REG CHAIN
1245237502,9009783,KELSON DISCOUNT DRUG,3008 JEFFERSON ST,MARIANNA,FL,32446-2318,30.7841,-85.2256,UNITED DRUGS,UNITED DRUGS,PSAO
1497760342,9000980,INGLES PHARMACY,1449 W CHURCH ST,JASPER,GA,30143-4075,34.4631,-84.4558,REG CHAIN,INGLES MARKETS PHARMACY,REG CHAIN
1215233226,9000147,KING SOOPERS,1842 N COLLEGE AVE,FORT COLLINS,CO,80524-1323,40.6119,-105.0738,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1407061526,9009783,MILLRY DRUGS,30282 HWY 17 N,MILLRY,AL,36558-0000,31.6195,-88.3205,UNITED DRUGS,UNITED DRUGS,PSAO
1225101793,9000755,BROOKSHIRES PHARMACY,3000 N MARKET ST,SHREVEPORT,LA,71107-4062,32.5583,-93.7822,REG CHAIN,BROOKSHIRE GROCERY COMPANY,REG CHAIN
1063447019,9000664,GIANT PHARMACY,7944 HONEYGO BLVD,BALTIMORE,MD,21236-4919,39.3726,-76.4699,REG CHAIN,STOP AND SHOP PHARMACY,REG CHAIN
1124003728,9009783,CIRCLE S PHARMACY,323 BACOM POINT RD STE 100,PAHOKEE,FL,33476-2108,26.8227,-80.6678,UNITED DRUGS,UNITED DRUGS,PSAO
1124323613,9009783,PHARMACY CHOICE,14583 SOUTHERN BLVD,LOXAHATCHEE,FL,33470-9222,26.6840,-80.2759,UNITED DRUGS,UNITED DRUGS,PSAO
1538446182,9009783,"NORTH TAMPA PHARMACY,INC.",104 E FLETCHER AVE,TAMPA,FL,33612-3429,28.0697,-82.4585,UNITED DRUGS,UNITED DRUGS,PSAO
1588817274,9000980,INGLES PHARMACY,1817 DALLAS NEBO RD,DOUGLASVILLE,GA,30134-4865,33.8371,-84.8283,REG CHAIN,INGLES MARKETS PHARMACY,REG CHAIN
1184738148,9009783,YOUNG DRUG STORE,88960 HWY 9,LINEVILLE,AL,36266-0000,33.3106,-85.7525,UNITED DRUGS,UNITED DRUGS,PSAO
1770565038,9009783,FARMACIA CARDENAS,2030 PALM AVE,HIALEAH,FL,33010-2620,25.8403,-80.2822,UNITED DRUGS,UNITED DRUGS,PSAO
1467899542,9000980,INGLES PHARMACY,1197 BIG A RD,TOCCOA,GA,30577-6028,34.5652,-83.2972,REG CHAIN,INGLES MARKETS PHARMACY,REG CHAIN
